positionName,salary,positionLables,workYear,positionAdvantage,education,jobNature,skillLables,city,companyFullName,companyShortName,companyLabelList,companySize,district,financeStage,industryField,businessZones,firstType,secondType,thirdType,latitude,longitude,resumeProcessDay,resumeProcessRate
高级数据分析师,15k-25k,"['移动互联网', 'MySQL', '数据分析']",3-5年,"五险一金,弹性工作,团队氛围好,带薪年假",本科,全职,"['MySQL', '数据分析']",上海,上海鱼泡泡信息科技有限公司,鱼泡泡,"['年底双薪', '带薪年假', '年度旅游', '岗位晋升']",150-500人,徐汇区,B轮,社交,"['虹梅路', '漕宝路', '漕河泾']",开发|测试|运维类,数据开发,数据分析,31.165541,121.399237,1,39
高级数据分析师,25k-40k,"['移动互联网', '商业', '数据分析', '增长黑客', '可视化']",3-5年,美股上市公司，团队牛人多,本科,全职,"['商业', '数据分析', '增长黑客', '可视化']",上海,上海触乐信息科技有限公司,触宝,"['美股上市', '行业独角兽', '年底双薪', '绩效奖金']",500-2000人,徐汇区,上市公司,"移动互联网,数据服务",,产品|需求|项目类,数据分析,数据分析,31.172406,121.393969,1,81
数据分析总监,25k-35k,"['金融', '风控']",5-10年,"精英团队,高速发展,五险一金,公司团建",本科,全职,['风控'],上海,即科金融信息服务（上海）有限公司,GeexFinance,"['互联网金融', '技能培训', '五角场', '年度旅游']",150-500人,杨浦区,A轮,金融,,金融类,风控,风控,31.30946,121.509865,2,100
资深数据分析师,20k-40k,['数据分析'],1-3年,六险一金，弹性工作，免费三餐，餐补,本科,全职,[],上海,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,黄浦区,C轮,文娱丨内容,,产品|需求|项目类,数据分析,其他数据分析,31.20101,121.482361,0,0
数据分析实习生,3k-5k,"['大数据', '数据分析']",不限,优秀团队、绩效奖金、福利津贴、定期体检,本科,全职,['数据分析'],上海,算话智能科技有限公司,算话智能科技有限公司,"['股票期权', '交通补助', '绩效奖金', '优秀团队']",50-150人,长宁区,B轮,"数据服务,移动互联网",,产品|需求|项目类,数据分析,数据分析,31.21898,121.431589,1,68
高级数据分析师,30k-60k,['移动互联网'],5-10年,大牛多 上市公司 福利好,本科,全职,[],上海,上海基分文化传播有限公司,趣头条,"['专项奖金', '带薪年假', '弹性工作', '管理规范']",500-2000人,浦东新区,上市公司,文娱丨内容,['张江'],开发|测试|运维类,数据开发,数据分析,31.226515,121.624653,2,67
数据分析/数据科学,10k-15k,"['电商', '新零售']",1-3年,"带薪年假,五险一金,年底双薪,发展空间大",不限,全职,[],上海,桦洁商贸（上海）有限公司,CHARLES & KEITH | PEDRO,"['年底双薪', '带薪年假', '岗位晋升', '管理规范']",150-500人,黄浦区,不需要融资,"电商,其他",,产品|需求|项目类,数据分析,BI,31.21725,121.46131,0,0
【暑期实习生】数据分析实习生(J10229),4k-6k,['数据分析'],应届毕业生,转正留用机会，互联网，出行,本科,实习,['数据分析'],上海,上海钧正网络科技有限公司,哈啰出行,"['绩效奖金', '年底双薪', '股票期权', '交通补助']",2000人以上,闵行区,D轮及以上,"移动互联网,硬件",,开发|测试|运维类,数据开发,数据分析,31.12276,121.363974,1,82
数据分析专员,8k-15k,"['旅游', '移动互联网', '数据分析', '消费者分析', '市场分析', '海外市场']",不限,五险一金 生日福利 团建 双休,本科,全职,"['数据分析', '消费者分析', '市场分析', '海外市场']",上海,上海印鹰网络科技有限公司,上海印鹰happyeasygo,[],150-500人,静安区,B轮,"电商,旅游",,市场|商务类,市场|营销,商业数据分析,31.29803,121.457625,1,100
数据分析专家（信贷风控）-01364,20k-30k,"['Hive', 'MySQL', '数据分析']",3-5年,五险一金、绩效奖金、带薪年假、行业前沿,本科,全职,"['Hive', 'MySQL', '数据分析']",上海,同盾科技有限公司,同盾科技,"['技能培训', '股票期权', '绩效奖金', '岗位晋升']",500-2000人,徐汇区,C轮,"信息安全,数据服务","['斜土路', '枫林路', '龙华']",开发|测试|运维类,数据开发,数据分析,31.183824,121.457355,2,12
数据分析师,20k-35k,"['数据库', '数据分析', 'SQL']",3-5年,行业前景好 发展空间大,本科,全职,"['数据库', '数据分析', 'SQL']",上海,众安在线财产保险股份有限公司,众安保险,"['定期体检', '每天下午茶', '六险一金', '年度体检']",2000人以上,黄浦区,上市公司,金融,"['外滩', '七浦路', '南京东路']",产品|需求|项目类,数据分析,数据分析,31.243034,121.48782,1,29
贷后数据分析,12k-20k,"['风控', '信贷风险管理']",1-3年,工作氛围好,本科,全职,"['风控', '信贷风险管理']",上海,上海淇毓信息科技有限公司,奇虎360金融,"['年底双薪', '股票期权', '带薪年假', '定期体检']",500-2000人,浦东新区,上市公司,金融,"['张江', '唐镇']",金融类,风控,风控,31.209281,121.626481,0,0
数据分析经理（金融科技）,15k-30k,"['银行', 'MySQL', '数据分析']",5-10年,银行，国企,本科,全职,"['MySQL', '数据分析']",上海,交银企业管理服务（上海）有限公司张江高科技园区分公司,交银企服,[],2000人以上,长宁区,上市公司,"移动互联网,金融","['天山路', '虹桥', '古北']",开发|测试|运维类,数据开发,数据分析,31.20438,121.407744,0,0
高级数据分析师/数据分析专家,30k-40k,"['大数据', '数据分析']",3-5年,平台好，发展空间大,硕士,全职,['数据分析'],上海,上海昌投网络科技有限公司,长投学堂,"['技能培训', '股票期权', '绩效奖金', '扁平管理']",150-500人,浦东新区,A轮,移动互联网,,开发|测试|运维类,数据开发,数据分析,31.222683,121.636902,2,100
风控高级策略工程师-数据分析师方向,20k-40k,"['MySQL', 'Hive', '数据分析', 'SQLServer']",3-5年,"大牛多多,办公环境好,福利满满,环境超赞",本科,全职,"['MySQL', 'Hive', '数据分析', 'SQLServer']",上海,行吟信息科技（上海）有限公司,小红书,"['年度旅游', '节日礼物', '专项奖金', '带薪年假']",500-2000人,黄浦区,D轮及以上,消费生活,"['新天地', '打浦桥', '淮海路']",开发|测试|运维类,数据开发,数据分析,31.215876,121.474421,2,100
数据分析专家,25k-40k,"['数据分析', '数据运营']",5-10年,发展前景 晋升空间,本科,全职,"['数据分析', '数据运营']",上海,拉扎斯网络科技（上海）有限公司,饿了么,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",2000人以上,普陀区,D轮及以上,消费生活,"['长征', '金沙江路', '长风公园']",产品|需求|项目类,数据分析,数据分析,31.232973,121.381451,0,0
资深数据分析师,30k-55k,"['数据分析', 'SQLServer', '数据处理']",5-10年,发展空间大，薪资待遇优厚,本科,全职,"['数据分析', 'SQLServer', '数据处理']",上海,威斯科技（苏州）有限公司,威斯科技,[],50-150人,普陀区,未融资,移动互联网,['长征'],开发|测试|运维类,数据开发,数据分析,31.237805,121.37309,0,0
业务数据分析,6k-8k,"['数据分析', 'SPSS']",1-3年,节日福利、七天年假、员工班车、加班工资,大专,全职,"['数据分析', 'SPSS']",上海,上海旺旺食品集团有限公司,旺旺集团,[],2000人以上,闵行区,上市公司,"电商,移动互联网",['虹桥'],产品|需求|项目类,数据分析,数据分析,31.18856,121.395046,0,0
数据分析工程师-效率工程,20k-40k,['hadoop'],不限,六险一金，高薪期权，弹性工作，免费三餐,本科,全职,[],上海,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,闵行区,C轮,文娱丨内容,['七宝'],开发|测试|运维类,数据开发,其他数据开发,31.16619,121.39033,0,0
业务数据分析,20k-35k,['数据分析'],5-10年,"领导好,平台优",本科,全职,['数据分析'],上海,上海钧正网络科技有限公司,哈啰出行,"['绩效奖金', '年底双薪', '股票期权', '交通补助']",2000人以上,闵行区,D轮及以上,"移动互联网,硬件",['莘庄'],产品|需求|项目类,数据分析,业务运营,31.12276,121.363974,3,3
数据分析leader（信贷风控）-00888,25k-35k,"['银行', '数据挖掘', '数据分析']",5-10年,"五险一金,带薪年假,弹性工作,商业保险",本科,全职,"['数据挖掘', '数据分析']",上海,同盾科技有限公司,同盾科技,"['技能培训', '股票期权', '绩效奖金', '岗位晋升']",500-2000人,徐汇区,C轮,"信息安全,数据服务","['斜土路', '枫林路', '龙华']",开发|测试|运维类,数据开发,数据分析,31.183824,121.457355,2,12
中级数据分析师,15k-25k,['数据分析'],1-3年,扁平化管理 、带薪年假、季度团建,本科,全职,['数据分析'],上海,上海昌投网络科技有限公司,长投学堂,"['技能培训', '股票期权', '绩效奖金', '扁平管理']",150-500人,浦东新区,A轮,移动互联网,,开发|测试|运维类,数据开发,数据分析,31.222683,121.636902,2,100
风控高级策略工程师-数据分析师方向,18k-36k,['数据分析'],3-5年,"福利好,包三餐,成长快",本科,全职,['数据分析'],上海,行吟信息科技（上海）有限公司,小红书,"['年度旅游', '节日礼物', '专项奖金', '带薪年假']",500-2000人,黄浦区,D轮及以上,消费生活,"['新天地', '打浦桥', '淮海路']",开发|测试|运维类,数据开发,数据分析,31.215876,121.474421,2,100
数据分析主管（客服部门）,15k-20k,"['数据分析', '数据运营', '数据库', 'SQL']",5-10年,"五险一金,弹性工作,带薪病假,免费晚餐",本科,全职,"['数据分析', '数据运营', '数据库', 'SQL']",上海,上海瑞阙文化发展有限公司,上海瑞阙文化发展有限公司,"['年底双薪', '交通补助', '带薪年假', '节日礼物']",150-500人,黄浦区,不需要融资,"移动互联网,金融",,产品|需求|项目类,数据分析,数据分析,31.196947,121.482289,0,0
资深数据分析专员,30k-40k,"['大数据', '商业', '数据分析', 'SPSS']",5-10年,"弹性工作,互联网氛围,福利待遇优,大平台",本科,全职,"['商业', '数据分析', 'SPSS']",上海,拉扎斯网络科技（上海）有限公司,饿了么,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",2000人以上,普陀区,D轮及以上,消费生活,"['长征', '金沙江路', '曹杨']",产品|需求|项目类,数据分析,数据分析,31.232942,121.382121,0,0
数据分析经理,20k-40k,"['BI', '数据分析', '数据库', 'DBA']",3-5年,旅游老大等你来~,本科,全职,"['BI', '数据分析', '数据库', 'DBA']",上海,携程计算机技术（上海）有限公司,携程,"['绩效奖金', '股票期权', '五险一金', '交通补助']",2000人以上,长宁区,上市公司,旅游,"['北新泾', '长征', '金沙江路']",产品|需求|项目类,数据分析,BI,31.220619,121.35631,0,0
数据分析工程师/专家（市场流量）,10k-15k,"['MySQL', '数据分析']",1-3年,优秀团队，快速发展，核心业务,本科,全职,"['MySQL', '数据分析']",上海,上海拍拍贷金融信息服务有限公司,拍拍贷,"['绩效奖金', '五险一金', '带薪年假', '午餐补助']",2000人以上,浦东新区,上市公司,金融,,开发|测试|运维类,数据开发,数据分析,31.22065,121.629727,0,53
11217R-高级数据分析师（GBD）,15k-30k,"['大数据', '金融']",3-5年,"五险一金,绩效奖金,加班补助,交通补助",硕士,全职,[],上海,平安科技（深圳）有限公司,平安科技,"['六险一金', '扁平化管理', '丰厚年终', '丰富技术交流']",2000人以上,浦东新区,不需要融资,金融,"['东外滩', '梅园']",商业服务|专业服务,咨询|调研,专业顾问,31.2333,121.520619,0,0
高级数据分析师,1k-2k,"['电商', '新零售', '数据分析', '数据运营', 'SQL']",5-10年,员工餐厅 企业年金 超长年假 外企福利,本科,全职,"['数据分析', '数据运营', 'SQL']",上海,宜家（中国）投资有限公司,宜家,"['年底双薪', '带薪年假', '定期体检', '弹性工作']",2000人以上,徐汇区,不需要融资,消费生活,"['田林', '漕河泾', '龙华']",产品|需求|项目类,数据分析,数据分析,31.177513,121.434956,1,6
高级数据分析师(J10257),15k-25k,['数据分析'],5-10年,"福利丰厚,晋升空间大",本科,全职,['数据分析'],上海,上海河姆渡实业发展有限公司,河姆渡电子商务有限公司,[],500-2000人,浦东新区,A轮,电商,"['世纪公园', '花木', '龙阳路地铁']",运营|编辑|客服类,运营,数据运营,31.2026,121.54986,0,0
高级数据分析师,15k-30k,['数据分析'],3-5年,福利好 假期多,本科,全职,['数据分析'],上海,中智关爱通（上海）科技股份有限公司,关爱通,"['技能培训', '节日礼物', '绩效奖金', '年度旅游']",150-500人,徐汇区,未融资,"电商,企业服务","['田林', '虹梅路', '漕河泾']",开发|测试|运维类,数据开发,数据分析,31.175236,121.419234,3,32
资深数据分析师,15k-28k,"['电商', '社交', 'Hive', '数据分析', '数据处理']",3-5年,发展空间大，公司福利好，免费中晚餐,本科,全职,"['Hive', '数据分析', '数据处理']",上海,上海享物说网络科技有限公司,享物说,"['交通补助', '带薪年假', '高颜值高学历', '年轻自由']",150-500人,徐汇区,B轮,"移动互联网,消费生活",['徐家汇'],开发|测试|运维类,数据开发,数据分析,31.190221,121.425162,1,17
数据分析专家/经理,30k-45k,"['新零售', '电商', '数据分析', 'MySQL', '数据仓库']",5-10年,年终奖 独角兽 弹性工作 午晚餐,本科,全职,"['数据分析', 'MySQL', '数据仓库']",上海,上海鲸代网络科技有限公司,爱库存,"['年底双薪', '股票期权', '绩效奖金', '带薪年假']",500-2000人,浦东新区,B轮,"移动互联网,电商",['鲁班路'],开发|测试|运维类,数据开发,数据分析,31.183131,121.475413,0,0
